#Anno_Riferimento,Tipologia_Amministrazione,Regione_PA,Provincia_PA,Sigla_provincia_PA,Regione_Fornitore,Convenzione,Lotto,bene_servizio,codice_CPV,descrizione_CPV,Numero_Ordini,Importo_Ordinato,N_PA,N_fornitori,N_PO
"2020","UNIVERSITA' E POLITECNICI","UMBRIA","PERUGIA","PG","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","1","6121,35","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","UMBRIA","PERUGIA","PG","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","ESTENSIONE ASSISTENZA E MANUTENZIONE IN GARANZIA","50310000-1","MANUTENZIONE E RIPARAZIONE DI MACCHINE PER UFFICIO","1","212,7","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","VENETO","PADOVA","PD","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","LETTORI CD E O DVD","30233153-8","LETTORI E/O MASTERIZZATORI DI CD E DI DVD","2","54,6","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","VENETO","PADOVA","PD","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","2","1632,36","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","VENETO","VENEZIA","VE","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","1","816,18","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","VENETO","PADOVA","PD","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","DISPOSITIVI DI ESPANSIONE MEMORIA","30236100-3","DISPOSITIVI DI ESPANSIONE MEMORIA","2","226,26","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","VENETO","PADOVA","PD","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","ESTENSIONE ASSISTENZA E MANUTENZIONE IN GARANZIA","50310000-1","MANUTENZIONE E RIPARAZIONE DI MACCHINE PER UFFICIO","2","56,72","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","VENETO","VENEZIA","VE","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","ESTENSIONE ASSISTENZA E MANUTENZIONE IN GARANZIA","50310000-1","MANUTENZIONE E RIPARAZIONE DI MACCHINE PER UFFICIO","1","28,36","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","LOMBARDIA","VARESE","VA","LOMBARDIA","RETI LOCALI 6","PAL ZONA NORD:  PIEMONTE, VALLE D'AOSTA, LIGURIA, LOMBARDIA, TRENTINO ALTO ADIGE, VENETO, FRIULI VENEZIA GIULIA, EMILIA ROMAGNA","SERVIZI DI INSTALLAZIONE DI RETI LOCALI","45310000-3","LAVORI DI INSTALLAZIONE DI CABLAGGI","1","628,14","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","LOMBARDIA","VARESE","VA","LOMBARDIA","RETI LOCALI 6","PAL ZONA NORD:  PIEMONTE, VALLE D'AOSTA, LIGURIA, LOMBARDIA, TRENTINO ALTO ADIGE, VENETO, FRIULI VENEZIA GIULIA, EMILIA ROMAGNA","SERVIZI DI GESTIONE E MANUTENZIONE IP E POSTAZIONE DI LAVORO","72500000-0","SERVIZI INFORMATICI","1","1100","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","BASILICATA","POTENZA","PZ","LOMBARDIA","TELEFONIA MOBILE 7","SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","SERVIZI DI TELEFONIA MOBILE","64212000-5","SERVIZI DI TELEFONIA MOBILI","1","0","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","PARMA","PR","LOMBARDIA","ENERGIA ELETTRICA 17","EMILIA ROMAGNA","ENERGIA ELETTRICA","65300000-6","EROGAZIONE DI ENERGIA ELETTRICA E SERVIZI CONNESSI","1","0","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","MODENA","MO","LOMBARDIA","STAMPANTI 17","STAMPANTI DI RETE A3/A4 B/N","STAMPANTI LASER/LED","30232110-8","STAMPANTI LASER","1","247,14","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","FERRARA","FE","LOMBARDIA","STAMPANTI 17","STAMPANTI DI RETE A3/A4 B/N","STAMPANTI LASER/LED","30232110-8","STAMPANTI LASER","1","494,28","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","MODENA","MO","LOMBARDIA","STAMPANTI 17","STAMPANTI DI RETE A3/A4 B/N","SERVIZI OPZIONALI PER ICT","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","10,15","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","MODENA","MO","LOMBARDIA","STAMPANTI 17","STAMPANTI DI RETE A3/A4 B/N","BENI OPZIONALI PER STAMPANTI","30124000-4","PARTI E ACCESSORI DI MACCHINE PER UFFICIO","1","348,02","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","FERRARA","FE","LOMBARDIA","STAMPANTI 17","STAMPANTI DI RETE A3/A4 B/N","BENI OPZIONALI PER STAMPANTI","30124000-4","PARTI E ACCESSORI DI MACCHINE PER UFFICIO","1","639,36","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","PARMA","PR","LOMBARDIA","STAMPANTI 17","APPARECCHIATURE MULTIFUNZIONE A4 B/N","MULTIFUNZIONE","30121100-4","FOTOCOPIATRICI","1","1719","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","MODENA","MO","LOMBARDIA","STAMPANTI 17","APPARECCHIATURE MULTIFUNZIONE A4 B/N","MULTIFUNZIONE","30121100-4","FOTOCOPIATRICI","4","859,5","1","1","2"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","PARMA","PR","LOMBARDIA","STAMPANTI 17","APPARECCHIATURE MULTIFUNZIONE A4 B/N","SERVIZI OPZIONALI PER ICT","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","0","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","MODENA","MO","LOMBARDIA","STAMPANTI 17","APPARECCHIATURE MULTIFUNZIONE A4 B/N","SERVIZI OPZIONALI PER ICT","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","2","0","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","PARMA","PR","LOMBARDIA","STAMPANTI 17","APPARECCHIATURE MULTIFUNZIONE A4 B/N","BENI OPZIONALI PER STAMPANTI","30124000-4","PARTI E ACCESSORI DI MACCHINE PER UFFICIO","1","1192","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","MODENA","MO","LOMBARDIA","STAMPANTI 17","APPARECCHIATURE MULTIFUNZIONE A4 B/N","BENI OPZIONALI PER STAMPANTI","30124000-4","PARTI E ACCESSORI DI MACCHINE PER UFFICIO","4","578,08","1","1","2"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","REGGIO NELL'EMILIA","RE","LOMBARDIA","TELEFONIA MOBILE 7","SERVIZI DI TELEFONIA MOBILE PER LE PUBBLICHE AMMINISTRAZIONI","SERVIZI DI TELEFONIA MOBILE","64212000-5","SERVIZI DI TELEFONIA MOBILI","1","0","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","BOLOGNA","BO","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 MONOCROMATICHE DIPARTIMENTALI, CON VELOCITÀ 75 PAGINE/MINUTO","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","23984,4","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","BOLOGNA","BO","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE A COLORI, FORMATO A3, PER GRUPPI DI LAVORO DI MEDIE DIMENSIONI","FOTOCOPIATRICI - ACCESSORI","30121200-5","FOTOCOPIATRICI","2","428,36","1","1","2"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","BOLOGNA","BO","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE A COLORI, FORMATO A3, PER GRUPPI DI LAVORO DI MEDIE DIMENSIONI","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","2","3691,96","1","1","2"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","BOLOGNA","BO","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","FOTOCOPIATRICI - ACCESSORI","30121200-5","FOTOCOPIATRICI","6","2393,92","1","1","6"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","FORLI'-CESENA","FC","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","FOTOCOPIATRICI - ACCESSORI","30121200-5","FOTOCOPIATRICI","1","450,24","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","BOLOGNA","BO","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","SERVIZI OPZIONALI PER FOTOCOPIATRICI","30121200-5","FOTOCOPIATRICI","4","757,4","1","1","4"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","FORLI'-CESENA","FC","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","SERVIZI OPZIONALI PER FOTOCOPIATRICI","30121200-5","FOTOCOPIATRICI","1","308,64","1","1","1"
"2020","UNIVERSITA' E POLITECNICI","EMILIA ROMAGNA","BOLOGNA","BO","LOMBARDIA","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 A COLORI PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 45 PAGINE/MINUTO","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","6","66148","1","1","6"
"2020","MINISTERI E AGENZIE FISCALI","CAMPANIA","SALERNO","SA","LAZIO","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","BENZINA SUPER SENZA PIOMBO; GASOLIO AUTOTRAZIONE; [SE OFFERTO - GASOLIO AUTOTRAZIONE  ARTICO ]	- CAMPANIA, BASILICATA, CALABRIA ","CARBURANTI","09130000-9","PETROLIO E DISTILLATI","5","0","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","BIELLA","BI","LAZIO","PC PORTATILI E TABLET 3","TABLET <<2 IN 1>>","TABLET","30213200-7","COMPUTER MODELLO TABLET","2","1974","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","BIELLA","BI","LAZIO","PC PORTATILI E TABLET 3","TABLET <<2 IN 1>>","DISPOSITIVI DI ESPANSIONE MEMORIA","30236100-3","DISPOSITIVI DI ESPANSIONE MEMORIA","1","85","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","BIELLA","BI","LAZIO","PC PORTATILI E TABLET 3","TABLET <<2 IN 1>>","SERVIZI DI PULIZIA DEGLI IMMOBILI","90910000-9","SERVIZI DI PULIZIA","2","74","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","NOVARA","NO","LAZIO","STAMPANTI 17","STAMPANTI DI RETE A/4 B/N","STAMPANTI LASER/LED","30232110-8","STAMPANTI LASER","1","96,92","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","NOVARA","NO","LAZIO","STAMPANTI 17","STAMPANTI DI RETE A/4 B/N","BENI OPZIONALI PER STAMPANTI","30124000-4","PARTI E ACCESSORI DI MACCHINE PER UFFICIO","1","252","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","TORINO","TO","LAZIO","STAMPANTI 17","STAMPANTI DI RETE A3/A4 A COLORI","STAMPANTI LASER/LED","30232110-8","STAMPANTI LASER","2","6273,08","2","1","2"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","TORINO","TO","LAZIO","STAMPANTI 17","STAMPANTI DI RETE A3/A4 A COLORI","SERVIZI OPZIONALI PER ICT","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","0","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","TORINO","TO","LAZIO","STAMPANTI 17","STAMPANTI DI RETE A3/A4 A COLORI","BENI OPZIONALI PER STAMPANTI","30124000-4","PARTI E ACCESSORI DI MACCHINE PER UFFICIO","2","11374,33","2","1","2"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","TORINO","TO","LAZIO","STAMPANTI 16","STAMPANTI DI RETE A3/A4 A COLORI ","BENI OPZIONALI PER STAMPANTI","30124000-4","PARTI E ACCESSORI DI MACCHINE PER UFFICIO","1","1315,74","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","NOVARA","NO","LAZIO","STAMPANTI 17","STAMPANTI PER USO PERSONALE A4 B/N","STAMPANTI LASER/LED","30232110-8","STAMPANTI LASER","1","48,6","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","TORINO","TO","LAZIO","STAMPANTI 17","STAMPANTI PER USO PERSONALE A4 B/N","STAMPANTI LASER/LED","30232110-8","STAMPANTI LASER","1","145,8","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","TORINO","TO","LAZIO","STAMPANTI 17","STAMPANTI PER USO PERSONALE A4 B/N","SERVIZI OPZIONALI PER ICT","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","27","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","NOVARA","NO","LAZIO","STAMPANTI 17","STAMPANTI PER USO PERSONALE A4 B/N","BENI OPZIONALI PER STAMPANTI","30124000-4","PARTI E ACCESSORI DI MACCHINE PER UFFICIO","1","83,79","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","TORINO","TO","LAZIO","STAMPANTI 17","STAMPANTI PER USO PERSONALE A4 B/N","BENI OPZIONALI PER STAMPANTI","30124000-4","PARTI E ACCESSORI DI MACCHINE PER UFFICIO","1","251,37","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","TORINO","TO","LAZIO","CARBURANTI RETE - BUONI ACQUISTO 7","CARBURANTI RETE MEDIANTE BUONI ACQUISTO","CARBURANTI","09130000-9","PETROLIO E DISTILLATI","6","168950","2","1","3"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","CUNEO","CN","LAZIO","CARBURANTI RETE - BUONI ACQUISTO 7","CARBURANTI RETE MEDIANTE BUONI ACQUISTO","CARBURANTI","09130000-9","PETROLIO E DISTILLATI","1","2500","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","TORINO","TO","LAZIO","CARBURANTI RETE - BUONI ACQUISTO 7","CARBURANTI RETE MEDIANTE BUONI ACQUISTO","CARBURANTI","09130000-9","PETROLIO E DISTILLATI","1","24500","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","TORINO","TO","LAZIO","TECNOLOGIE SERVER 2","FORNITURA N. 1500 SERVER RACKABLE BI-PROCESSORE BASE","SERVER","48820000-2","SERVER","1","1849","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","TORINO","TO","LAZIO","TECNOLOGIE SERVER 2","FORNITURA N. 1500 SERVER RACKABLE BI-PROCESSORE BASE","COMPONENTI OPZIONALI PER SERVER","32422000-7","COMPONENTI DI RETE","1","1968","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","CUNEO","CN","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","1","3630","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","BIELLA","BI","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","1","5075","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","NOVARA","NO","LAZIO","PC PORTATILI E TABLET 3","C PORTATILI PER ALTA (FASCIA A) E ALTISSIMA (FASCIA B) MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","1","11165","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","TORINO","TO","LAZIO","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; GASOLIO DA RISCALDAMENTO  ARTICO  - VALLE D'AOSTA, PIEMONTE, LIGURIA","COMBUSTIBILI PER RISCALDAMENTO","09100000-0","COMBUSTIBILI","121","0","5","1","8"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","VERCELLI","VC","LAZIO","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; GASOLIO DA RISCALDAMENTO  ARTICO  - VALLE D'AOSTA, PIEMONTE, LIGURIA","COMBUSTIBILI PER RISCALDAMENTO","09100000-0","COMBUSTIBILI","1","0","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","PIEMONTE","ALESSANDRIA","AL","LAZIO","CARBURANTI EXTRARETE 10 E GASOLIO DA RISCALDAMENTO 10","GASOLIO DA RISCALDAMENTO; GASOLIO DA RISCALDAMENTO  ARTICO  - VALLE D'AOSTA, PIEMONTE, LIGURIA","COMBUSTIBILI PER RISCALDAMENTO","09100000-0","COMBUSTIBILI","9","0","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","SARDEGNA","SASSARI","SS","LAZIO","BUONI PASTO 8","CAMPANIA","BUONI PASTO","55510000-8","SERVIZI DI MENSA","3","-23293,56","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","SARDEGNA","NUORO","NU","LAZIO","ENERGIA ELETTRICA 17","SARDEGNA, LIGURIA","ENERGIA ELETTRICA","65300000-6","EROGAZIONE DI ENERGIA ELETTRICA E SERVIZI CONNESSI","1","0","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","SARDEGNA","SASSARI","SS","LAZIO","ENERGIA ELETTRICA 17","SARDEGNA, LIGURIA","ENERGIA ELETTRICA","65300000-6","EROGAZIONE DI ENERGIA ELETTRICA E SERVIZI CONNESSI","4","0","4","1","4"
"2020","MINISTERI E AGENZIE FISCALI","SARDEGNA","CAGLIARI","CA","LAZIO","ENERGIA ELETTRICA 17","SARDEGNA, LIGURIA","ENERGIA ELETTRICA","65300000-6","EROGAZIONE DI ENERGIA ELETTRICA E SERVIZI CONNESSI","12","0","5","1","5"
"2020","MINISTERI E AGENZIE FISCALI","SARDEGNA","ORISTANO","OR","LAZIO","ENERGIA ELETTRICA 17","SARDEGNA, LIGURIA","ENERGIA ELETTRICA","65300000-6","EROGAZIONE DI ENERGIA ELETTRICA E SERVIZI CONNESSI","1","0","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","LIGURIA","IMPERIA","IM","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","1","2856,63","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","LIGURIA","LA SPEZIA","SP","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","NOTEBOOK ELETTRONICI","30213100-6","COMPUTER PORTATILI","1","8161,8","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","LIGURIA","GENOVA","GE","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","DISPOSITIVI DI ESPANSIONE MEMORIA","30236100-3","DISPOSITIVI DI ESPANSIONE MEMORIA","2","1627,83","2","1","2"
"2020","MINISTERI E AGENZIE FISCALI","LIGURIA","GENOVA","GE","PIEMONTE","PC PORTATILI E TABLET 3","PC PORTATILI PER BASSA MOBILITÀ","ESTENSIONE ASSISTENZA E MANUTENZIONE IN GARANZIA","50310000-1","MANUTENZIONE E RIPARAZIONE DI MACCHINE PER UFFICIO","2","425,4","2","1","2"
"2020","MINISTERI E AGENZIE FISCALI","LIGURIA","GENOVA","GE","PIEMONTE","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 MONOCROMATICHE PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 60 PAGINE/MINUTO","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","3","10960","2","1","3"
"2020","MINISTERI E AGENZIE FISCALI","LIGURIA","IMPERIA","IM","PIEMONTE","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 MONOCROMATICHE PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 60 PAGINE/MINUTO","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","7433,6","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","LIGURIA","LA SPEZIA","SP","PIEMONTE","FOTOCOPIATRICI MULTIFUNZIONE 31 (FASCIA ALTA)","MULTIFUNZIONE A3 MONOCROMATICHE PER GRUPPI DI MEDIE E GRANDI DIMENSIONI, CON VELOCITÀ 60 PAGINE/MINUTO","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","3","130016","1","1","2"
"2020","MINISTERI E AGENZIE FISCALI","LIGURIA","GENOVA","GE","PIEMONTE","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE MONOCROMATICHE, FORMATO A3, PER GRUPPI DI LAVORO DI MEDIO-ALTE DIMENSIONI","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","3320","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","LIGURIA","LA SPEZIA","SP","PIEMONTE","FOTOCOPIATRICI MULTIFUNZIONE 30 (FASCIA MEDIA)","APPARECCHIATURE MULTIFUNZIONE MONOCROMATICHE, FORMATO A3, PER GRUPPI DI LAVORO DI MEDIO-ALTE DIMENSIONI","FOTOCOPIATRICI E MULTIFUNZIONE (NOLEGGIO)","50300000-8","SERVIZI DI RIPARAZIONE, MANUTENZIONE E SERVIZI AFFINI CONNESSI A PERSONAL COMPUTER, ATTREZZATURE D'UFFICIO, APPARECCHIATURE PER TELECOMUNICAZIONE E IMPIANTI AUDIOVISIVI","1","11680","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","SICILIA","CATANIA","CT","PIEMONTE","VEICOLI IN NOLEGGIO 14","VEICOLI COMMERCIALI","BENI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","3682,8","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","SICILIA","CATANIA","CT","PIEMONTE","VEICOLI IN NOLEGGIO 14","VEICOLI COMMERCIALI","SERVIZI OPZIONALI PER AUTOVEICOLI","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","4520","1","1","1"
"2020","MINISTERI E AGENZIE FISCALI","SICILIA","CATANIA","CT","PIEMONTE","VEICOLI IN NOLEGGIO 14","VEICOLI COMMERCIALI","AUTOVEICOLI IN ACQUISTO E NOLEGGIO SENZA CONDUCENTE","34000000-7","ATTREZZATURE DI TRASPORTO E PRODOTTI AUSILIARI PER IL TRASPORTO","1","14186,16","1","1","1"
