cod_amm	prg_srv_amm	nome_srv	des_srv	tel_srv	uri_srv	mail_srv	tipo_mail
ao_	12	azienda ospedaliero universitaria ospedali riuniti di Foggia	Manutenzione, impianti Ingegneria Clinica, Prevenzione e protezione	0881736103	https://www.sanita.puglia.it/web/ospedaliriunitifoggia/	manutenzione@ospedaliriunitifoggia.it	altro
ao_	2	azienda ospedaliero universitaria ospedali riuniti di Foggia	Direzione Amministrativa	0881732335	https://www.sanita.puglia.it/web/ospedaliriunitifoggia/	segreteriaDA@ospedaliriunitifoggia.it	altro
ao_	3	azienda ospedaliero universitaria ospedali riuniti di Foggia	Direzione Sanitaria	0881736294	https://www.sanita.puglia.it/web/ospedaliriunitifoggia/	segreteriaDS@ospedaliriunitifoggia.it	altro
ao_	4	azienda ospedaliero universitaria ospedali riuniti di Foggia	Gestione Risorse Finanziarie	0881733125	https://www.sanita.puglia.it/web/ospedaliriunitifoggia/	gesteconomico@ospedaliriunitifoggia.it	altro
ao_	5	azienda ospedaliero universitaria ospedali riuniti di Foggia	Gestione Risorse Umane	0881732383	https://www.sanita.puglia.it/web/ospedaliriunitifoggia/	gestpersonale@ospedaliriunitifoggia.it	altro
ao_	6	azienda ospedaliero universitaria ospedali riuniti di Foggia	Burocratico Legale	0881733663	https://www.sanita.puglia.it/web/ospedaliriunitifoggia/	strutturalegale@ospedaliriunitifoggia.it	altro
ao_	7	azienda ospedaliero universitaria ospedali riuniti di Foggia	Affari Generali e Tutela Privacy	0881733689	https://www.sanita.puglia.it/web/ospedaliriunitifoggia/	affarigenerali@ospedaliriunitifoggia.it	altro
ao_	8	azienda ospedaliero universitaria ospedali riuniti di Foggia	Gestione del Patrimonio	0881732246	https://www.sanita.puglia.it/web/ospedaliriunitifoggia/	patrimonio@ospedaliriunitifoggia.it	altro
ao_	9	azienda ospedaliero universitaria ospedali riuniti di Foggia	Gestione Tecnica	0881732415	https://www.sanita.puglia.it/web/ospedaliriunitifoggia/	gestecnica@ospedaliriunitifoggia.it	altro
ao_cs	1	UOC_GREF	UOC GESTIONE RISORSE ECONOMICHE E FINANZIARIE	0984681930	www.aocosenza.it	fatturazioneelettronica@pec.aocs.it	pec
ao_sgdra	1	A.O.U. S. Giovanni di Dio e Ruggi d'Aragona	Azienda Ospedaliera Universitaria	089671111	www.sangiovannieruggi.it	info@sangiovannieruggi.it	altro
apas	1	Soccorso e trasporto sanitario	Pronto Soccorso e trasporto sanitario organizzato				altro
apas	2	Onoranze e pompe funebri	Servizio Onoranze funebri				altro
apas	3	Servizi alla persona	Collaborazione con Ass. Tavolo Poverta e Ass. Buon mercato. Progetto Dopo Scuola.				altro
apas	4	Soccorso e trasporto sanitario veterinario	Soccorso veterinario e trasporto animali				altro
apas	5	Protezione civile	Interventi per calamita naturali e incendi boschivi				altro
apspam	1	ASP - Masaccio	Casa di Riposo per anziani	0559122351	https://www.aspmasaccio.com/	rsa-masaccio@libero.it	altro
apspb	1	RSA	Residenza Sanitaria Assistenziale		http://www.apspbrentonico.it/residenza-sanitaria-assistenziale/	info@apspbrentonico.it	altro
apspg	1	Apsp	Residenza Sanitaria Assistenziale, Casa di Soggiorno, Centro Servizi, Centro Diurno, Punto Prelievi	0464591042	http://www.apspgiacomocis.it/	amministrazione@pec.apspgiacomocis.it	pec
apspgve	1	ufficio e_fatturazione	ufficio e_fatturazione	05649555051	www.aspvegni.it	aspvegni@cgn.legalmail.it	pec
apspi_ts	1	SERVIZI ALLA PERSONA	SERVIZI DI ACCOGLIMENTO RESIDENZIALE E SEMIRESIDENZIALE	0403736303		segreteria@itis.it	altro
apsprm	1	APSP RESIDENZA MOLINO	RESIDENZA SANITARIA ASSISTENZIALE E CENTRO SERVIZI	0464504325	www.residenzamolino.it	info@residenzamolino.it	altro
apsp_rub	1	A.S.P. del Rubicone	Contatti: numero di telefono dell'amministrazione e casella P.E.O. (Posta Elettronica Ordinaria)	0541933902	http://www.aspdelrubicone.it	segreteria@aspdelrubicone.it	altro
apsp_vs	1	Azienda pubblica di Servizi alla Persona del distretto Cesena Valle Savio	Azienda pubblica di Servizi alla Persona del distretto Cesena Valle Savio	054727604	www.aspcesenavallesavio.eu	aspcesenavallesavio@gmail.com	altro
ardsu_to	1	AREA SERVIZI AGLI STUDENTI	AREA DIRIGENZIALE - Erogazione di benefici monetari e in servizi	0552261331		ecarpitelli@dsu.toscana.it	altro
ardsu_to	10	Ristorazione Firenze RI02FI	Somministrazione di pasti	0552261338		mviviano@dsu.toscana.it	altro
ardsu_to	11	Ristorazione Pisa RI01PI	Somministrazione di pasti	050567417		fpuntoni@dsu.toscana.it	altro
ardsu_to	12	Ristorazione Pisa RI02PI	Somministrazione di pasti	050567471		mtoncelli@dsu.toscana.it	altro
ardsu_to	13	Ristorazione Siena RI01SI	Somministrazione di pasti	0577226207		salessi@dsu.toscana.it	altro
ardsu_to	14	AREA SERVIZI ALLE RESIDENZE E AL PATRIMONIO	AREA DIRIGENZIALE	0577760829		afranci@dsu.toscana.it	altro
ardsu_to	15	Approvvigionamenti e Contratti Settore Lavori e Gestione del Patrimonio	Procedure di approvvigionamento e relative attivita' contrattuali	0552261217		cpapini@dsu.toscana.it	altro
ardsu_to	16	Servizi Tecnici Manutentivi, Implementativi e Adeguamento Normativo	Manutenzione dei beni aziendali, sicurezza e nuove opere	0552261275		binnocenti@dsu.toscana.it	altro
ardsu_to	17	AREA GESTIONE RISORSE	AREA DIRIGENZIALE	0552261201		fpiarulli@dsu.toscana.it	altro
ardsu_to	18	Approvvigionamenti e Contratti Settore Forniture e Servizi	Procedure di approvvigionamento e relative attivita' contrattuali	0552261217		cpapini@dsu.toscana.it	altro
ardsu_to	19	Gestione Risorse Economico Finanziarie	Amministrazione e contabilita'	0552261316		ltenaglia@dsu.toscana.it	altro
ardsu_to	2	Benefici e Interventi Monetari Firenze	Erogazione di benefici monetari e in servizi	0552261317		cgiatti@dsu.toscana.it	altro
ardsu_to	20	Gestione, Amministrazione e Sviluppo Risorse Umane	Gestione, Amministrazione e Sviluppo Risorse Umane	0577760838		fstori@dsu.toscana.it	altro
ardsu_to	21	Sistemi Informatici (ITC)	Gestione dell'infrastruttura hardware e della sicurezza dei dati	0577760850		schiantini@dsu.toscana.it	altro
ardsu_to	22	Gestione Applicativi e Amministrazione Digitale	Gestione dei principali software aziendali, protocollo, gestione atti, transizione al digitale	050567461		mcommisso@dsu.toscana.it	altro
ardsu_to	23	Comunicazione Studenti, Cultura e Sport	Comunicazione Studenti, Cultura e Sport	0577760822		bcapitoni@dsu.toscana.it	altro
ardsu_to	24	Controllo di Gestione	Controllo di Gestione	0552261215		iforlai@dsu.toscana.it	altro
ardsu_to	25	Qualita' e Sicurezza-RSPP	Qualita' e Sicurezza-RSPP	050567500		ofantoni@dsu.toscana.it	altro
ardsu_to	26	Progetti Attivita' Finanziate, Trasparenza e Anticorruzione, Trattamento Dati e Immagini	Progetti Attivita' Finanziate, Trasparenza e Anticorruzione, Trattamento Dati e Immagini	0577760845		mcarli@dsu.toscana.it	altro
ardsu_to	27	Budgeting e Reporting FSE	Rendicontazione inerente il Fondo Sociale Europeo	0552261208		ilullia@dsu.toscana.it	altro
ardsu_to	28	Controllo operativo	Supporto alla contabilita' direzionale	050567415		dcarli@dsu.toscana.it	altro
ardsu_to	29	Informazione istituzionale - Ufficio Stampa	Informazione istituzionale - Ufficio Stampa	0577760841		spetricci@dsu.toscana.it	altro
ardsu_to	3	Benefici e Interventi Monetari Pisa	Erogazione di benefici monetari e in servizi	050567360		ssbrana@dsu.toscana.it	altro
ardsu_to	4	Benefici e Interventi Monetari Siena	Erogazione di benefici monetari e in servizi	0577760818		cgalgani@dsu.toscana.it	altro
ardsu_to	5	Residenze Firenze	Gestione posti alloggio studenti	0552261320		gcioffi@dsu.toscana.it	altro
ardsu_to	6	Residenze Pisa	Gestione posti alloggio studenti	050567424		ebeisso@dsu.toscana.it	altro
ardsu_to	7	Residenze Siena	Gestione posti alloggio studenti	0577760834		sbibbiani@dsu.toscana.it	altro
ardsu_to	8	AREA RISTORAZIONE	AREA DIRIGENZIALE - Somministrazione pasti	0552261331		ecarpitelli@dsu.toscana.it	altro
ardsu_to	9	Ristorazione Firenze RI01FI	Somministrazione di pasti	0552261334		lvella@dsu.toscana.it	altro
arida_03	1	servizi on-line ARDISS	Servizio di presentazione domande di beneficio per studenti della sede dell'ARDISS di Trieste	0403595205	http://ardiss.fvg.it/contenuti.php?view=page&id=135	info.trieste@ardiss.fvg.it	altro
arida_03	2	servizi on-line ARDISS	Servizio di presentazione domande di beneficio per studenti della sede dell'ARDISS di Udine	0432245772	http://ardiss.fvg.it/contenuti.php?view=page&id=135	info.Udine@ardiss.fvg.it	altro
arida_03	3	Pagamenti a favore di Ardiss - PagoPA	SERVIZIO DI PAGAMENTO IN MODALITA' ELETTRONICA		http://www.ardiss.fvg.it/contenuti.php?view=news&id=9357&tipo=ardiss		altro
arlpa_ge	1	SIGeVI	Sistema informativo di Gestione delle Verifiche Impiantistiche	0106437262	http://sigevi.arpal.gov.it	arpal@pec.arpal.liguria.it	pec
arlpa_ge	2	Balneazione	Conformita delle acque di balneazione	01064371	http://balneazione.arpal.gov.it/	info@arpal.liguria.it	altro
arlpa_pa	1	SG2 Formazione, Informazione, Comunicazione.	promozione dell'immagine e dell'identita' dell'Agenzia, attuata attraverso multiformi e variegate iniziative di comunicazione, informazione e formazione a garanzia, per tutti i cittadini, del diritto alla conoscenza dell'ambiente.	0916573506		comunicando@arpa.sicilia.it	altro
arlpa_to	1	Bollettino meteorologico	Descrive la situazione meteorologica in atto sul territorio regionale e prevista per tre giorni successivi. Viene emesso tutti i giorni dell'anno, entro le ore 13.00		http://www.arpa.piemonte.it/bollettini/elenco-bollettini-1/bollettino-meteorologico	info.meteo@arpa.piemonte.it	altro
arlpa_to	10	Bollettino ozono	Fornisce informazioni sui livelli di Ozono osservati il giorno che precede quello di emissione e previsti per i due giorni successivi, su quattro aree omogenee (due relative alla zona alpina e due alla zona di pianura-collina) in cui e' stato suddiviso il territorio regionale. Viene emesso nel periodo tarda primavera-estate (generalmente da maggio a settembre), nei giorni feriali entro le ore 14, secondo quanto indicato nella Deliberazione della Giunta Regionale n. 27-614 del 31 luglio 2000.		http://www.arpa.piemonte.it/bollettini/elenco-bollettini-1/bollettino-ozono	rischi.sanitari@arpa.piemonte.it	altro
arlpa_to	11	Bollettini acque di balneazione	Viene emesso settimanalmente, nel periodo compreso tra aprile e settembre, un bollettino delle acque di balneazione che riporta il giudizio di balneabilita' delle singole zone sottoposte a monitoraggio. Per ogni zona sono inoltre disponibili i profili che ne rappresentano la carta di identita' e contengono la valutazione della qualita' dell'acqua di balneazione sulla base del quadriennio di monitoraggio precedente.  Il servizio riguarda le acque di balneazione sui laghi Maggiore, Orta, Mergozzo, Viverone, Candia, Sirio e Grande di Avigliana e sui torrenti Cannobino e San Bernardino.		http://www.arpa.piemonte.it/bollettini/elenco-bollettini-1/bollettini-acque-di-balneazione	area.tecnica@arpa.piemonte.it	altro
arlpa_to	12	Bollettino valanghe	Viene emesso quotidianamente tutti i giorni feriali da dicembre a maggio entro le ore 13.00. In caso di condizioni nivometeorologiche di particolare criticita' e variabilita' possono essere emessi aggiornamenti nel fine settimana o nei giorni festivi.		http://www.arpa.piemonte.it/bollettini/elenco-bollettini-1/bollettino-valanghe	servizio.nivologico@arpa.piemonte.it	altro
arlpa_to	13	Bollettino frane superficiali	Come sintesi del processo di valutazione della probabilita' di innesco delle frane superficiali in Piemonte il Centro Funzionale del Piemonte emette quotidianamente il Bollettino di valutazione innesco frane superficiali		http://www.arpa.piemonte.it/bollettini/elenco-bollettini-1/bollettino-frane-superficiali		altro
arlpa_to	14	Bollettino previsione delle piene	Nel bollettino vengono presentate le valutazioni sulle piene previste nella rete idrografica principale del Piemonte, fornite dal Centro Funzionale sulla base di modelli operativi di previsione delle piene fluviali.  La valutazione viene aggiornata quotidianamente in condizioni ordinarie nei giorni feriali e con maggiore frequenza durante gli eventi.  I tratti dei corsi d'acqua evidenziati assumono colorazioni differenti in funzione dei livelli di criticita' previsti nelle successive 36 ore.		http://www.arpa.piemonte.it/bollettini/elenco-bollettini-1/bollettino-previsione-delle-piene		altro
arlpa_to	15	Bollettino previsione delle piene	Nel bollettino vengono presentate le valutazioni sulle piene previste nella rete idrografica principale del Piemonte, fornite dal Centro Funzionale sulla base di modelli operativi di previsione delle piene fluviali.  La valutazione viene aggiornata quotidianamente in condizioni ordinarie nei giorni feriali e con maggiore frequenza durante gli eventi.  I tratti dei corsi d'acqua evidenziati assumono colorazioni differenti in funzione dei livelli di criticita' previsti nelle successive 36 ore.		http://www.arpa.piemonte.it/bollettini/elenco-bollettini-1/bollettino-previsione-delle-piene		altro
arlpa_to	16	Bollettino previsione delle piene	Nel bollettino vengono presentate le valutazioni sulle piene previste nella rete idrografica principale del Piemonte, fornite dal Centro Funzionale sulla base di modelli operativi di previsione delle piene fluviali.  La valutazione viene aggiornata quotidianamente in condizioni ordinarie nei giorni feriali e con maggiore frequenza durante gli eventi.  I tratti dei corsi d'acqua evidenziati assumono colorazioni differenti in funzione dei livelli di criticita' previsti nelle successive 36 ore.		http://www.arpa.piemonte.it/bollettini/elenco-bollettini-1/bollettino-previsione-delle-piene		altro
arlpa_to	17	Bollettino previsione delle piene	Nel bollettino vengono presentate le valutazioni sulle piene previste nella rete idrografica principale del Piemonte, fornite dal Centro Funzionale sulla base di modelli operativi di previsione delle piene fluviali.  La valutazione viene aggiornata quotidianamente in condizioni ordinarie nei giorni feriali e con maggiore frequenza durante gli eventi.  I tratti dei corsi d'acqua evidenziati assumono colorazioni differenti in funzione dei livelli di criticita' previsti nelle successive 36 ore.		http://www.arpa.piemonte.it/bollettini/elenco-bollettini-1/bollettino-previsione-delle-piene		altro
arlpa_to	2	Bollettino di allerta meteoidrologica	Documento previsionale emesso dal Centro Funzionale del Piemonte tutti i giorni entro le ore 13 con validita' 36 ore, rivolto al sistema di Protezione Civile		http://www.arpa.piemonte.it/bollettini/elenco-bollettini-1/bollettino-di-allerta-meteoidrologica	info.meteo@arpa.piemonte.it	altro
arlpa_to	3	Bollettino idrologico	Viene emesso dal lunedi' al venerdi' un bollettino contenente i dati di sintesi dalle stazioni piu' significative della rete di monitoraggio meteoidrografica al fine di fornire un costante aggiornamento sul quadro idrologico regionale. Il documento riporta il livello idrometrico massimo minimo e medio della giornata precedente rilevato dalla stazione di misura ed i corrispondenti valori di portata transitata.		http://www.arpa.piemonte.it/bollettini/elenco-bollettini-1/bollettino-idrologico	info.meteo@arpa.piemonte.it	altro
arlpa_to	4	Bollettino agrometeorologico	Bollettino dedicato agli operatori del settore agronomico per la programmazione e gestione delle attivita' agricole e la prevenzione delle fitopatologie. Contiene la previsione meteorologica nelle zone pianeggianti della regione per i tre giorni successivi. Viene emesso nei giorni feriali.		http://www.arpa.piemonte.it/bollettini/elenco-bollettini-1/bollettino-agrometeorologico	info.meteo@arpa.piemonte.it	altro
arlpa_to	5	Bollettino di previsione UVI	Il bollettino riporta la previsione per il giorno odierno e per i due giorni successivi dei valori di Indice UV su scala regionale, a mezzogiorno, in condizioni di cielo sereno. Il territorio regionale viene suddiviso in una griglia di 2500 punti e per ogni punto viene calcolato, attraverso un modello di trasporto radiativo, il valore di indice UV, tenendo conto della quota e dei valori previsti di albedo e di ozono colonnare. Per alcune localita', insieme al dato previsto in condizioni di cielo sereno, viene riportato anche l'indice UV valutato in funzione della copertura nuvolosa prevista. Viene emesso tutti i giorni entro le ore 13.		http://www.arpa.piemonte.it/bollettini/elenco-bollettini-1/bollettino-di-previsione-uvi	info.meteo@arpa.piemonte.it	altro
arlpa_to	6	Bollettino pollini allergenici	Viene emesso con cadenza settimanale sulla base dei dati rilevati dalla rete di monitoraggio ed e' aggiornato ogni mercoledi'.		http://www.arpa.piemonte.it/bollettini/elenco-bollettini-1/bollettino-pollini-allergenici	epidemiologia@arpa.piemonte.it	altro
arlpa_to	7	Bollettino delle Stime Previsionali di PM10	Fornisce le mappe regionali, su base comunale, delle stime di concentrazione giornaliera di PM10 con le previsioni per il giorno di emissione del bollettino ed i due giorni successivi. Viene emesso nel periodo autunno-inverno (da novembre a marzo), nei giorni feriali entro le ore 14.		http://www.arpa.piemonte.it/bollettini/elenco-bollettini-1/bollettino-delle-stime-previsionali-di-pm10	sistemi.previsionali@arpa.piemonte.it	altro
arlpa_to	8	Bollettino dei dati settimanali di PM10	Fornisce per il PM10 i valori della media giornaliera, della media annuale ed il numero di superamenti del valore limite giornaliero relativi alla settimana precedente, elaborati sulla base delle stime calcolate sulle aree dei comuni dell'agglomerato urbano torinese ed ai capoluoghi di provincia. Viene emesso nel periodo autunno-inverno (da novembre ad aprile), nella giornata di martedi' entro le ore 14.		http://www.arpa.piemonte.it//bollettini/elenco-bollettini-1/bollettino-dei-dati-settimanali-di-pm10	sistemi.previsionali@arpa.piemonte.it	altro
arlpa_to	9	Bollettino ondate di calore	Sistema di bollettini dedicati alla prevenzione dei danni alla salute derivanti da condizioni di caldo-umido. Contengono informazioni e previsioni di tipo meteorologico e sanitario per i tre giorni successivi che consentono, in particolare ai soggetti piu' sensibili, di adottare comportamenti e precauzioni per difendersi dagli effetti dannosi del caldo e alle istituzioni di mettere in atto tempestivamente le misure e gli interventi preventivi piu' efficaci per la tutela della salute.		http://www.arpa.piemonte.it/bollettini/elenco-bollettini-1/bollettino-ondate-di-calore	rischi.sanitari@arpa.piemonte.it	altro
