cod_ou	cod_amm	prg_srv_ou	nome_srv	des_srv	tel_srv	uri_srv	mail_srv	tipo_mail
01	c_a072	1	Uff01	ANAGRAFE-STATO CIVILE-ELETTORALE-TURISMO-CULTURA E BIBLIOTECA	0141954023		comune.aglianoterme.at@cert.legalmail.it	pec
01	c_c059	1	contratti	verifiche dichiarazioni	0376259220		servizi@comunecastelbelforte.it	altro
01	c_b234	1	Tributi	Predisposizione ruoli acqua e tarsu				altro
01	ucdc	1	fattura elettronica	fatture elettroniche Unione Comunale dei Colli	0353848202	www.unionedeicolli.it	protocollo@unionedeicolli.it	altro
01	ddscm_	1	DIREZIONE DIDATTICA MONDRAGONE SECONDO	D.D. MONDRAGONE SECONDO				altro
01	c_b696	1	AFFARI GENERALI	FATTURAZIONE		WWW.CITTADICAPRI.IT	AFFARIGENERALI.CITTADICAPRI@LEGALMAIL.IT	pec
01	istsc_rcic862004	1	AFFARI GENERALI , GESTIONE PERSONALE, ALUNNI E CONTABILITA'	AFFARI GENERALI, GESTIONE PERSONALE, ALUNNI E CONTABILITA'	096651157	www.icpaolovicampanella.it	rcic862004@istruzione.it	altro
01	c_f409	1	servizio tecnico	servizio tecnico	0141953040	www.comune.montaldoscarampi.at.it	montaldo.scarampi@ruparpiemonte.it	altro
01	c_b024	1	SERVIZIO FINANZIARIO	Ufficio Ragioneria	0119646562	https://www.comune.borgonesusa.to.it/it-it/amministrazione/uffici	ragioneria@comune.borgoneusa.to.it	altro
01	c_d011	1	Servizi Demografici	Servizi Demografici - Leva Militare - Servizio Elettorale - Statistiche - Giudici Popolari	0828964001	http://www.comune.corletomonforte.sa.it/	g.dilorenzo@pec.comune.corletomonforte.sa.it	pec
01	c_m136v	1	01	Segreteria		www.comune.vottignasco.cn.it	segretario@comune.vottignasco.it	altro
01	c_f620	1	Pec Demografico	Pec Demografico	0775289677	pec	comunemontesgc.demografico@pec.it	pec
01	istsc_luic83800p	1	NUOVO SERVIZIO	NUOVO SERVIZIO PER Agid	0123456	www.agid.it	agid@pec.it	pec
01	c_b511	1	Modulistica	Modelli Autocertificazione - Atto notorio per settore Demografici		http://www.comunecampiglia.vi.it/sito/Modulistica.html		altro
01	c_h565	1	Servizio Finanziario	Ragioneria	0984901141	null	ragioneria@comune.rose.cs.it	altro
01	c_b628	1	Servizio Anagrafe	Gestione anagrafica dei cittadini. rilascio certificati	0121352126	http://www.comune.cantalupa.to.it/viewobj.asp?id=2281	demografici@comune.cantalupa.to.it	altro
01	istsc_naic8bd00d	1	GESTIONE FATTURAZIONE ELETTRONICA	ACCETTAZIONE/RIFIUTO REGISTRAZIONE  PAGAMENTO FATTURE			NAIC8BD00D@ISTRUZIONE.IT	altro
01	c_h030	1	Servizio finanziario	Ufficio ragioneria	0323580702		finanziario@comune.premeno.vb.it	altro
01	c_e622	1	Servizio Anagrafe e Stato Civile	Servizio Anagrafe e Stato Civile	0436750818		anagrafe.comune.livinallongo.bl@pecveneto.it	pec
01	udcm	1	1 settore Polizia Locale	Polizia Stradale e Infortunistica		www.unionemiranese.gov.it	unionedelmiranese.ve@pecveneto.it	pec
01	c_g446	1	UFFICIO TECNICO	Servizi tecnici e manutentivi	0781952007	01	tecnico@pec.comune.perdaxius.ci.it	pec
01	c_e084	1	Protocollo, Anagrafe, Stato Civile, Elettorale	.	070982114		protocollo.goni@servizipostacert.it	pec
01	c_h880	1	SERVIZIO ECONOMICO FINANZIARIO	COMPETENZE: CONTABILITA', FINANZE, FISCALITA' LOCALE, ECONOMATO, PERSONALE (ECONOMICO)	0776914820	WWW.COMUNEDISANGIORGIOALIRI.IT	ragioneria@comunedisangiorgioaliri.it	altro
01	c_b691	1	SUAP	Sportello Attivita' Produttive	0761649039	http://www.impresainungiorno.gov.it/web/viterbo/comune/t/B691	settore1@comune.caprarola.vt.it	altro
01	uc_bsesi	1	Polizia Locale	VIABILITA'-- UFFICIO VERBALI - OCCUPAZIONE AREA PUBBLICA -ORDINANZE SPECIFICHE DELL'UFFICIO - MERCATI -  CARTELLI PUBBLICITARI	0321824566	P.L.	poliziaunionebassasesia@pcert.it	pec
01	c_l810	1	Servizio Tecnico	Lavori Pubblici, Edilizia Privata, Manutenzioni e Ambiente	0456564017	http://myportal-cl810.regione.veneto.it/myportal/C_L810/home	comune.vestenanova@pec.it	pec
01	c_b733	1	FINANZIARIO	ACQUISTI	0125778107		finanziario@comune.caravino.to.it	altro
01	c_b427	1	Servizio di Segreteria 	Attivita in genere riguardante l'Amministrazione; attivita pertinente l'ufficio e delle unita organizzative protocollo, centralino e ausiliari	0925951013	www.comune.caltabellotta.ag.it	segrcomcaltabellotta@libero.it	altro
01	c_h030	2	Servizio finanziario	Ufficio ragioneria	0323580702		fiananziario@comune.premeno.vb.it	altro
01	c_b234	2	Elettorale	Gestione servizi elettorali			bruzzanoelettorale@tiscali.it	altro
01	udcm	2	2 settore Polizia Locale	Servizio Informative, Verbali e Contenzioso		www.unionemiranese.gov.it	unionedelmiranese.ve@pecveneto.it	pec
01	c_b427	2	Servizio Affari Generali	Servizi attinenti l'attivita dell'amministrazione, della direzione generale , definizione contratti in genere, gestione contensioso, URP	0925951013	www.comune.caltabellotta.ag.it	comunecaltabellotta@tiscali.it	altro
01	c_e084	2	Politiche Socio Assistenziali 	.	070982114		protocollo.goni@servizipostacert.it	pec
01	c_h565	2	Servizio Demografico	Anagrafe - Stato Civile - Elettorale	0984901141		ufficidemografici@comune.rose.cs.it	altro
01	uc_bsesi	2	Commercio 	PRATICHE ATTIVITA' PRODUTTIVE TRAMITE SUAP IN DELEGA ALLA CCIAA DI NOVARA	0321824566	P.L.	poliziaunionebassasesia@pcert.it	pec
01	c_b024	2	UFFICIO SEGRETERIA	Segreteria	0119646562	https://www.comune.borgonesusa.to.it/it-it/amministrazione/uffici	segretariocomunale@comune.borgonesusa.to.it	altro
01	c_d011	2	Servizi Sociali	Servizi Sociali ed Assistenza Sociale - Invalidi Civili - Infortunistica - Statistiche nella materia	0828964001	http://www.comune.corletomonforte.sa.it/	g.dilorenzo@pec.comune.corletomonforte.sa.it	pec
01	c_b628	2	Servizio Stato Civile	Gestione dello stato civile dei cittadini. Rilascio certificati. Gestione cimiteriale	0121352126	http://www.comune.cantalupa.to.it/viewobj.asp?id=2281	demografici@comune.cantalupa.to.it	altro
01	c_b427	3	Servizio Personale	procedimenti relativi allo stato giuridico del personale dellEnte	0925951013	www.comune.caltabellotta.ag.it	fontanettamari@tiscali.it	altro
01	c_b628	3	Servizio Leva	Aggiornamento delle liste di Leva	0121352126	http://www.comune.cantalupa.to.it/viewobj.asp?id=2281	demografici@comune.cantalupa.to.it	altro
01	udcm	3	3 settore Polizia Locale	Servizio Commercio, Mercati, polizia Giudiziaria, Edilizia e Ambiente		www.unionemiranese.gov.it	unionedelmiranese.ve@pecveneto.it	pec
01	c_b234	3	Politiche sociali	Servizi alla persona				altro
01	c_e084	3	Affari Generali, Segreteria, Cultura, Personale	.	070982114		protocollo.goni@servizipostacert.it	pec
01	c_d011	3	Cultura  Sport  Turismo E Spettacolo	Cultura - Sport , Turismo e Spettacolo - Biblioteca	0828964001	http://www.comune.corletomonforte.sa.it/	g.dilorenzo@pec.comune.corletomonforte.sa.it	pec
01	c_h565	3	Servizio Tributi	Tributi Comunali	0984901141		tributi@comune.rose.cs.it	altro
01	c_d011	4	Servizi Scolastici	Pubblica Istruzione, Servizi Scolastici ed Assistenza scolastica (Servizio Mensa e Trasporto scolastico, Fornitura libri di testo)	0828964001	http://www.comune.corletomonforte.sa.it/	g.dilorenzo@pec.comune.corletomonforte.sa.it	pec
01	c_b427	4	Servizio socio assistenziale	Competenze in materia di prestazioni assistenziali	0925951013	www.comune.caltabellotta.ag.it	comunecaltabellotta@tiscali.it	altro
01	c_e084	4	Vigilanza, Commericio, Economato	.	070982114		protocollo.goni@servizipostacert.it	pec
01	c_b628	4	Servizio Elettorale	Iscrizioni e aggiornamento delle liste elettorali. Preparazione e gestione delle tornate elettorali	0121352126	http://www.comune.cantalupa.to.it/viewobj.asp?id=2322	demografici@comune.cantalupa.to.it	altro
01	c_b628	5	Servizio istruzione	Gestione contatti e pratiche con la scuola primaria e dell'infanzia, acquisto libri scolastici, gestione mensa e trasporto scolastici	0121352126	http://www.comune.cantalupa.to.it/viewobj.asp?id=2197	demografici@comune.cantalupa.to.it	altro
01	c_d011	5	Servizio Commercio e Attivita' Produttive	Sportello per le Attivita' Produttive e SUAP - Commercio	082964001	http://www.comune.corletomonforte.sa.it/	g.dilorenzo@pec.comune.corletomonforte.sa.it	pec
01	c_b427	5	Messo comunale	notifiche di atti	0925951013	www.comune.caltabellotta.ag.it	comunecaltabellotta@tiscali.it	altro
01	c_b427	6	Servizio URP Capoluogo	Relazione con il pubblico e attivita connesse ai servizi offerti	0925951013	www.comune.caltabellotta.ag.it	urpcaltabellotta@tiscali.it	altro
01	c_b628	6	Servizi Sociali	Gestione pratiche con CISS - Consorzio Intercomunale Servizi Sociali, gestione alloggi di edilizia popolare, sostegno alla locazione, bonus acqua e gas	0121352126	http://www.comune.cantalupa.to.it/viewobj.asp?id=3087	demografici@comune.cantalupa.to.it	altro
01	c_b427	7	Cultura turismo sport e tempo libero	Attivita culturale, del tempo libero, di promozione e gestione del turismo e dello sport	0925951013	www.comune.caltabellotta.ag.it	comunecaltabellotta@tiscali.it	altro
01	c_b628	7	Servizio Cimitero	Gestione contratti acquisto loculi o cellette, manutenzione cimitero	0121352126	http://www.comune.cantalupa.to.it/viewobj.asp?id=2175	demografici@comune.cantalupa.to.it	altro
01	c_b427	8	Biblioteca	Conservazione, divulgazione materiale bibliografico, organizzazione conferenze e convegni	0925952470	www.comune.caltabellotta.ag.it	comunecaltabellotta@tiscali.it	altro
01	c_b628	8	Servizio Biblioteca comunale	Collabora con il sistema bibliotecario Pinerolese	0121354830	http://www.comune.cantalupa.to.it/viewobj.asp?id=2372	biblioteca@comune.cantalupa.to.it	altro
01	c_b427	9	Pubblica Istruzione	Attivita educative e di sostegno alla docenza	0925951013	www.comune.caltabellotta.ag.it	comunecaltabellotta@tiscali.it	altro
01	c_b427	10	Asilo Nido	servizio educativo  che favorisce lo sviluppo del bambino da zero a tre anni	0925951611	www.comune.caltabellotta.ag.it	comunecaltabellotta@tiscali.it	altro
01	c_b427	11	Servizio Anagrafe, elettorale , Stato civile, Leva, Statistica	Attivita istituzionali o delegate del servizio anagrafe , stato civile, leva,elettorale, rilevazione, raccolta, elaborazione dati statistici  	0925951020	www.comune.caltabellotta.ag.it	servizidemograficicomunecaltabellotta@pec.it	pec
01	c_b427	12	Servizio Anagrafe, stato civile , URP della Fraz. S.Anna	Funzioni delegate stato civile, anagrafe e relazioni con il pubblico presso la frazione	0925951282	www.comune.caltabellotta.ag.it	comunecaltabellotta@tiscali.it	altro
01-K8Y	c_f295	1	piattaforme per la certificazione dei crediti	certificazione crediti	0975668507	UFFICIO AFFARI GENERALI	affarigeneralimoliterno@rete.basilicata.it	altro
01-K91	c_f295	1	piattaforma per certificazione crediti	certificazione crediti	0975668515	UFFICIO LL.PP	giovannidammiano@tiscali.it	altro
01-KC6	c_i667	1	Maria Giuseppina Cossu	gestione servizi generici	07091519221	www.comune.serrenti.ca.it	servsociale.serrenti@tiscali.it	altro
01-NH3	c_b807	1	Ufficio Ragioneria	Fatturazione	0331980405	Ufficio Ragioneria	responsabileamministrativo@comune.caronnovaresino.va.it	altro
01-NKV	istsc_napm010006	1	CERTIFICAZIONE CREDITI	CERTIFICAZIONE CREDITI	0815513300		napm010006@pec.istruzione.it	pec
01-NRK	c_b9	1	RAGIONERIA	Ragioneria	0818911021	www.comune.casaluce.ce.it	silvana.brunzo@comune.casaluce.ce.it	altro
01-NRK	c_b9	2	SERVIZIO TRIBUTI	IMU- TARI- TOSAP-IPA	0818911031	www.comune.casaluce.ce.it	tributi@comune.casaluce.ce.it	altro
01-NRK	c_b9	3	ECONOMATO	Economato e Cancelleria	0818911021	www.comune.casaluce.ce.it	silvana.brunzo@comune.casaluce.ce.it	altro
01-P0A	c_b9	1	SEGRETERIA-AFFARI GENERALI	ORGANI ISTITU.- PROTOCOLLO-MESSO- SEGRETERIA-CONTENZIOSO	0818911032	www.comune.casaluce.ce.it	francesco.santini@comune.casaluce.ce.it	altro
01-P0A	c_b9	2	SERVIZI DEMOGRAFICI	Anagrafe, stato civile, elettorale	081891028	www.comune.casaluce.ce.it	bruno.martino@comune.casaluce.ce.it	altro
01-P0A	c_b9	3	ISTRUZIONE SPORT CULTURA E SERVIZI SOCIALI	ISTRUZIONE SPORT CULTURA E SERVIZI SOCIALI	0818911014	www.comune.casaluce.ce.it	maria.tammaro@comune.casaluce.ce.it	altro
01-P0A	c_b9	4	PERSONALE	Gestione del personale	0818911059	www.comune.casaluce.ce.it	antonietta.vallario@comune.casaluce.ce.it	altro
01-P0B	c_b9	1	Patrimonio Ambiente e manutenzioni	Cimitero-ecologia-idrico-manutenzioni-utenze	0818911027	www.comune.casaluce.ce.it	protocollo@pec.comune.casaluce.ce.it	pec
01-P0B	c_b9	2	Forniture e Manutenzioni	Energia elett., acqua, combustibili. Manutenzioni varie	0818911017	www.comune.casaluce.ce.it	area.tecnica.lavori.pubblici@pec.comune.casaluce.ce.it	pec
01-P0B	c_b9	3	AMBIENTE E CIMITERO	gestione della raccolta trasporto e smaltimento R.S.U. e dei servizi cimiteriali	0818911017	www.comune.casaluce.ce.it	area.tecnica.lavori.pubblici@pec.comune.casaluce.ce.it	pec
01-P0C	c_b9	1	EDILIZIA PRIVATA -ABUSIVISMO E CONDONO	EDILIZIA PRIVATA -ABUSIVISMO E CONDONO	0818911017	www.comune.casaluce.ce.it	area.tecnica.urbanistica@pec.comune.casaluce.ce.it	pec
01-PQ1	c_c424	1	LAVORI PUBBLICI	LAVORI PUBBLICI	0831387209		area.tecnica@pec.comune.ceglie-messapica.br.it	pec
01-PQ2	c_c424	1	URBANISTICA	URBANISTICA	0831387210		area.urbanistica@pec.comune.ceglie-messapica.br.it	pec
01-PQ2	c_c424	2	SUE	SUE - SPORTELLO UNICO EDILIZIA	0831387210		area.urbanistica@pec.comune.ceglie-messapica.br.it	pec
01-PQ3	c_c424	1	SERVIZI SCOLASTICI	SERVIZI SCOLASTICI	0831387245		area.sociale@pec.comune.ceglie-messapica.br.it	pec
01-PQ3	c_c424	2	SERVIZI SOCIALI	SERVIZI SOCIALI	0831387245		area.sociale@pec.comune.ceglie-messapica.br.it	pec
01-PQ5	c_c424	1	AMBIENTE	AMBIENTE		http://www.ceglie.org/hh/index.php	ambiente.comune.cegliemessapica@pec.rupar.puglia.it	pec
01-PQ5	c_c424	2	Sistemi Informativi	Sistemi Informativi		https://www.halleyweb.com/ceglie/hh/index.php	ict.comune.cegliemessapica@pec.rupar.puglia.it	pec
01-PQ5	c_c424	3	POLITICHE COMUNITARIE	POLITICHE COMUNITARIE		http://www.ceglie.org/hh/index.php	suap@pec.comune.ceglie-messapica.br.it	pec
01-PQ5	c_c424	4	SUAP - SPORTELL UNICO ATTIVITA' PRODUTTIVE	SUAP - SPORTELL UNICO ATTIVITA' PRODUTTIVE		http://www.ceglie.org/hh/index.php	suap.comune.cegliemessapica@pec.rupar.puglia.it	pec
01-PQ5	c_c424	5	TRASPORTO PUBBLICO LOCALE	TRASPORTO PUBBLICO LOCALE		http://www.ceglie.org/hh/index.php	suap@pec.comune.ceglie-messapica.br.it	pec
01-SGH	c_e147	1	Certificazione crediti	Incaricato sottoscrizione certificazione crediti settore tecnico	0835527827	assenza di url	pasquale.deniso@comune.grassano.mt.it	altro
01-SGI	c_e147	1	Certificazione Credito	Incaricato sottoscrizione certificazione crediti settore amministrativo/demografico	0835527815	assenza di url	affari.generali@comune.grassano.mt.it	altro
01-SGL	c_e147	1	Certificazione crediti	Incaricato sottoscrizione certificazione crediti settore finanziario	0835527812	assenza di url	finanziari@comune.grassano.mt.it	altro
01-T0C	c_m256	1	ufficio elettorale	Ufficio Elettorale / Statistica	0835952937	Ufficio Stato Civile	elettorale@pec.comune.scanzanojonico.mt.it	pec
01-T0C	c_m256	2	Ufficio Personale	UFFICIO PERSONALE	0835952935	Ufficio Personale	personale@pec.comune.scanzanojonico.mt.it	pec
01-V8R	c_g133	1	UFFICIO SPORT/CULTURA/PERSONALE	CULTURA	0709804214	CULTURA PERSONALE	ortacesus@tiscali.it	altro
011	c_d548	1	Concessioni ed uso impianti sportivi comunali	Concessioni ed uso impianti sportivi comunali	0532753737		uosportetempolibero@cert.comune.fe.it	pec
011	c_d548	2	Concessione di contributi economici per l'organizzazione economica di attivita' e/o manifestazioni sportive	Concessione di contributi economici per l'organizzazione economica di attivita' e/o manifestazioni sportive	0532753737		uosportetempolibero@cert.comune.fe.it	pec
011	c_d548	3	Rilascio tesserini regionali di caccia	Rilascio tesserini regionali di caccia	0532753737		uosportetempolibero@cert.comune.fe.it	pec
012	udcb_ra	1	Servizio Informatica	Informatica		www.romagnafaentina.it	pec@cert.romagnafaentina.it	pec
012	udcb_ra	2	Servizio Anagrafe, Statistica e Relazioni con il pubblico (Faenza)	Anagrafe, Statistica e Relazioni con il pubblico (Faenza)		www.romagnafaentina.it	pec@cert.romagnafaentina.it	pec
012	udcb_ra	3	Servizio Elettorale e Stato Civile (Faenza)	Elettorale e Stato Civile (Faenza)		www.romagnafaentina.it	pec@cert.romagnafaentina.it	pec
012	udcb_ra	4	Servizio Demografici e Relazioni con il pubblico (subambito Collina)	Demografici e Relazioni con il pubblico (subambito Collina)		www.romagnafaentina.it	pec@cert.romagnafaentina.it	pec
012	udcb_ra	5	Servizio Demografici e Relazioni con il pubblico (Castel Bolognese e Solarolo)	Demografici e Relazioni con il pubblico (Castel Bolognese e Solarolo)		www.romagnafaentina.it	pec@cert.romagnafaentina.it	pec
012	udcb_ra	6	Uficio Comunicazione Istituzionale	Comunicazione Istituzionale		www.romagnafaentina.it	pec@cert.romagnafaentina.it	pec
013	udcb_ra	1	Servizio Contabilita Unione e Presidio Faenza	Contabilita Unione e Presidio Faenza		www.romagnafaentina.it	pec@cert.romagnafaentina.it	pec
013	udcb_ra	2	Servizio Contabilita Presidio Castel Bolognese	Contabilita Presidio Castel Bolognese		www.romagnafaentina.it	pec@cert.romagnafaentina.it	pec
013	udcb_ra	3	Servizio Contabilita Presidio Solarolo	Contabilita Presidio Solarolo		www.romagnafaentina.it	pec@cert.romagnafaentina.it	pec
013	udcb_ra	4	Servizio Contabilita Presidio Brisighella	Contabilita Presidio Brisighella		www.romagnafaentina.it	pec@cert.romagnafaentina.it	pec
013	udcb_ra	5	Servizio Contabilita Presidio Riolo Terme	Contabilita Presidio Riolo Terme		www.romagnafaentina.it	pec@cert.romagnafaentina.it	pec
013	udcb_ra	6	Servizio Contabilita Presidio Casola Valsenio	Contabilita Presidio Casola Valsenio		www.romagnafaentina.it	pec@cert.romagnafaentina.it	pec
013	udcb_ra	7	Servizio Programmazione e Controllo	Programmazione e Controllo		www.romagnafaentina.it	pec@cert.romagnafaentina.it	pec
013	udcb_ra	8	Servizio Tributi	Tributi		www.romagnafaentina.it	pec@cert.romagnafaentina.it	pec
013	udcb_ra	9	Servizio Patrimonio	Patrimonio		www.romagnafaentina.it	pec@cert.romagnafaentina.it	pec
014	c_e329	1	SERVIZIO ELETTORALE	SERVIZIO ELETTORALE	0813333223	null	elettorale@pec.comuneischia.it	pec
015	udcb_ra	1	Servizio Minori	Minori		www.romagnafaentina.it	pec@cert.romagnafaentina.it	pec
015	udcb_ra	2	Servizio Anziani, Adulti e Disabili	Anziani, Adulti e Disabili		www.romagnafaentina.it	pec@cert.romagnafaentina.it	pec
015	udcb_ra	3	Servizio Ufficio di piano	Ufficio di piano		www.romagnafaentina.it	pec@cert.romagnafaentina.it	pec
015	udcb_ra	4	Servizio Istruzione	Istruzione		www.romagnafaentina.it	pec@cert.romagnafaentina.it	pec
015	udcb_ra	5	Servizio Infanzia e Servizi educativi integrativi	Infanzia e Servizi educativi integrativi		www.romagnafaentina.it	pec@cert.romagnafaentina.it	pec
015	udcb_ra	6	Ufficio di Supporto	Supporto		www.romagnafaentina.it	pec@cert.romagnafaentina.it	pec
016	r_puglia	1	Ritorno al Futuro 2011	Avviso pubblico per l'assegnazione Borse di studio per la frequenza di Master post Lauream	0805407507	http://pianolavoro.regione.puglia.it	g.valerio@regione.puglia.it	altro
01N8K	c_g133	1	SERVIZIO AMMINISTRATIVO	AFFARI GENERALI	0709804139	FATTURAZIONE	demografici@comune.ortacesus.ca.it	altro
